M1	dnc	1	132798	7.53023388906459e-06
M1	2.a	1	132798	7.53023388906459e-06
M1	i,c	1	132798	7.53023388906459e-06
M1	vec	1	132798	7.53023388906459e-06
M1	a,t	1	132798	7.53023388906459e-06
M1	ita	6	132798	4.51814033343876e-05
M1	twt	1	132798	7.53023388906459e-06
M1	 ti	289	132798	0.00217623759393967
M1	(√g	1	132798	7.53023388906459e-06
M1	ewe	1	132798	7.53023388906459e-06
M1	v√Ü	1	132798	7.53023388906459e-06
M1	ndt	67	132798	0.000504525670567328
M1	(av	1	132798	7.53023388906459e-06
M1	 tv	13	132798	9.78930405578397e-05
M1	d.i	1	132798	7.53023388906459e-06
M1	u t	15	132798	0.000112953508335969
M1	dda	1	132798	7.53023388906459e-06
M1	©na	1	132798	7.53023388906459e-06
M1	thg	1	132798	7.53023388906459e-06
M1	dlg	1	132798	7.53023388906459e-06
M1	;_d	1	132798	7.53023388906459e-06
M1	j m	19	132798	0.000143074443892227
M1	96t	1	132798	7.53023388906459e-06
M1	vel	56	132798	0.000421693097787617
M1	∏dt	7	132798	5.27116372234522e-05
M1	ouc	1	132798	7.53023388906459e-06
M1	can	14	132798	0.000105423274446904
M1	! u	1	132798	7.53023388906459e-06
M1	t;c	1	132798	7.53023388906459e-06
M1	epg	1	132798	7.53023388906459e-06
M1	r,k	1	132798	7.53023388906459e-06
M1	buc	1	132798	7.53023388906459e-06
M1	it5	1	132798	7.53023388906459e-06
M1	u;g	1	132798	7.53023388906459e-06
M1	 gn	5	132798	3.7651169445323e-05
M1	faa	1	132798	7.53023388906459e-06
M1	•.t	1	132798	7.53023388906459e-06
M1	ht 	16	132798	0.000120483742225034
M1	nru	2	132798	1.50604677781292e-05
M1	a!c	19	132798	0.000143074443892227
M1	?da	1	132798	7.53023388906459e-06
M1	si 	2	132798	1.50604677781292e-05
M1	p;t	1	132798	7.53023388906459e-06
M1	myc	1	132798	7.53023388906459e-06
M1	s p	19	132798	0.000143074443892227
M1	ww.	8	132798	6.02418711125168e-05
M1	m;a	1	132798	7.53023388906459e-06
M1	?dc	1	132798	7.53023388906459e-06
M1	r;b	2	132798	1.50604677781292e-05
M1	:de	1	132798	7.53023388906459e-06
M1	kac	1	132798	7.53023388906459e-06
M1	g√•	83	132798	0.000625009412792361
M1	r s	224	132798	0.00168677239115047
M1	ol.	4	132798	3.01209355562584e-05
M1	w.p	3	132798	2.25907016671938e-05
M1	h.g	1	132798	7.53023388906459e-06
M1	ctr	29	132798	0.000218376782782873
M1	)(c	6	132798	4.51814033343876e-05
M1	tnc	1	132798	7.53023388906459e-06
M1	rur	3	132798	2.25907016671938e-05
M1	ipp	5	132798	3.7651169445323e-05
M1	[ia	1	132798	7.53023388906459e-06
M1	wra	1	132798	7.53023388906459e-06
M1	g:-	1	132798	7.53023388906459e-06
M1	oos	2	132798	1.50604677781292e-05
M1	n,c	1	132798	7.53023388906459e-06
M1	oul	3	132798	2.25907016671938e-05
M1	dfr	3	132798	2.25907016671938e-05
M1	.8a	1	132798	7.53023388906459e-06
M1	ias	3	132798	2.25907016671938e-05
M1	j!c	1	132798	7.53023388906459e-06
M1	j,c	1	132798	7.53023388906459e-06
M1	9,c	1	132798	7.53023388906459e-06
M1	v?t	1	132798	7.53023388906459e-06
M1	-hg	1	132798	7.53023388906459e-06
M1	:ec	1	132798	7.53023388906459e-06
M1	egt	1	132798	7.53023388906459e-06
M1	tiu	2	132798	1.50604677781292e-05
M1	l?a	1	132798	7.53023388906459e-06
M1	-aa	1	132798	7.53023388906459e-06
M1	1)t	1	132798	7.53023388906459e-06
M1	adg	1	132798	7.53023388906459e-06
M1	nvo	1	132798	7.53023388906459e-06
M1	!-a	1	132798	7.53023388906459e-06
M1	t.d	11	132798	8.28325727797105e-05
M1	at,	8	132798	6.02418711125168e-05
M1	ran	41	132798	0.000308739589451648
M1	t.p	1	132798	7.53023388906459e-06
M1	l; 	9	132798	6.77721050015814e-05
M1	iet	7	132798	5.27116372234522e-05
M1	k,-	5	132798	3.7651169445323e-05
M1	b-g	1	132798	7.53023388906459e-06
M1	e:c	1	132798	7.53023388906459e-06
M1	byg	7	132798	5.27116372234522e-05
M1	js 	2	132798	1.50604677781292e-05
M1	kul	27	132798	0.000203316315004744
M1	!at	2	132798	1.50604677781292e-05
M1	siu	1	132798	7.53023388906459e-06
M1	erl	30	132798	0.000225907016671938
M1	.i 	12	132798	9.03628066687751e-05
M1	u p	9	132798	6.77721050015814e-05
M1	lp 	6	132798	4.51814033343876e-05
M1	,jc	1	132798	7.53023388906459e-06
M1	n."	1	132798	7.53023388906459e-06
M1	√òt	1	132798	7.53023388906459e-06
M1	 3 	2	132798	1.50604677781292e-05
M1	tdi	1	132798	7.53023388906459e-06
M1	y d	8	132798	6.02418711125168e-05
M1	√∏ 	2	132798	1.50604677781292e-05
M1	e) 	1	132798	7.53023388906459e-06
M1	 "i	1	132798	7.53023388906459e-06
M1	m e	62	132798	0.000466874501122005
M1	.pa	1	132798	7.53023388906459e-06
M1	s.c	4	132798	3.01209355562584e-05
M1	d.o	4	132798	3.01209355562584e-05
M1	.th	3	132798	2.25907016671938e-05
M1	y f	6	132798	4.51814033343876e-05
M1	 45	1	132798	7.53023388906459e-06
M1	c)g	1	132798	7.53023388906459e-06
M1	blc	1	132798	7.53023388906459e-06
M1	fte	65	132798	0.000489465202789199
M1	ge?	8	132798	6.02418711125168e-05
M1	tlt	1	132798	7.53023388906459e-06
M1	vut	1	132798	7.53023388906459e-06
M1	sj√	30	132798	0.000225907016671938
M1	 4,	1	132798	7.53023388906459e-06
M1	tjc	1	132798	7.53023388906459e-06
